Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,Längd
blackcrows-black-crows-anima,,,,,,,,Längd,189 cm,,,,,black-crows-anima-2425-189,2000,shopify,73,deny,manual,10600,7420.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_108.jpg,1,189cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_108.jpg,kg,,,active,189 cm
blackcrows-black-crows-anima,,,,,,,,Längd,194 cm,,,,,black-crows-anima-2425-194,2000,shopify,12,deny,manual,10600,7420.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_108.jpg,1,194cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_108.jpg,kg,,,active,194 cm
atomic-redster-x9rs-revoshock-s-icon,Atomic Redster X9RS Revoshock S + Icon 16 24/25,"<p>ATOMIC REDSTER X9RS REVOSHOCK S + ICON 16 24/25
Atomic Redster X9RS Revoshock S fångar känslan av att susa genom en världscup-tävling och ger dig den upplevelsen. Med Multi Radius Sidecut kan X9RS Revoshock S växla mellan långa GS-svängar och snabba slalomsvängar utan ansträngning. Revoshock S absorberar stötar och vibrationer, och överför den energin till kraftfull acceleration ut ur svängarna samtidigt som stabiliteten bibehålls vid hög hastighet. Det TI Powered-laminerade lagret ökar styrkan och styvheten, medan Ultrawall-konstruktionen kombinerar kraften och kantgreppet från sidewallskonstruktionen med hållbarheten hos en cap-finish. Ultra Power Woodcore hämtas från Atomics FIS-raceplattformar för att ge proffsnivå styrka och flex. Redster X9RS Revoshock S är resultatet av nästan 70 års skidåkningsarv och kunskap, noggrant konstruerat och byggt för dig.
</p>",atomic,Pistskidor,Skis,"Pistskidor, Unisex, Skiing, Alpine",True,Längd,175 cm,,,,,atomic-redster-x9rs-revoshock-s-icon-16-2425-175,2000,shopify,52,deny,manual,16500,11550.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_045.jpg,1,Atomic Redster X9RS Revoshock S + Icon 16 24/25 175cm - Product 138,False,Atomic Redster X9RS Revoshock S + Icon 16 24/25 175cm - atomic | Premium Alpine Skis,Buy Atomic Redster X9RS Revoshock S + Icon 16 24/25 by atomic. High-quality alpine skis perfect for pistskidor. Available in multiple lengths.,Sporting Goods > Winter Sports > Skiing > Skis,unisex,adult,atomic-redster-x9rs-revoshock-s-icon-16-2425-175;183,atomic Skis,"Pistskidor, Unisex",new,False,atomic,Pistskidor,Unisex,175;183,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_045.jpg,kg,,,active,175 cm
atomic-redster-x9rs-revoshock-s-icon,,,,,,,,Längd,183 cm,,,,,atomic-redster-x9rs-revoshock-s-icon-16-2425-183,2000,shopify,94,deny,manual,16500,11550.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_045.jpg,1,183cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_045.jpg,kg,,,active,183 cm
atomic-redster-s9-rvsk-s-icon-gw,Atomic Redster S9 RVSK S + Icon 12 GW 25/26,"<p>Atomic Redster S9 Revoshock S är en slalommaskin byggd på tävlingsvinnande teknologi som används av världens bästa skidåkare. Revoshock-teknologin absorberar störande ojämnheter innan de når dina fötter, vilket ger en mjukare åktur. Carbon Boost-inlägg under hälen ger extra styvhet och kraftfull återstuds i svängutgångarna. En fritt glidande platta under pjäxan möjliggör bättre kantgrepp längs hela skidans längd. Ultrawall-sidewall-konstruktionen ger kontrollerad kraftöverföring, medan en Power Woodcore av ask och poppel bidrar till stabilitet för korta, smidiga svängar och carving på pisten.</p>",atomic,Pistskidor,Skis,"Pistskidor, Unisex, Skiing, Alpine",True,Längd,165 cm,,,,,atomic-redster-s9-rvsk-s-icon-12-gw-2526-165,2000,shopify,13,deny,manual,13000,,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_152.jpg,1,Atomic Redster S9 RVSK S + Icon 12 GW 25/26 165cm - Product 139,False,Atomic Redster S9 RVSK S + Icon 12 GW 25/26 165cm - atomic | Premium Alpine Skis,Buy Atomic Redster S9 RVSK S + Icon 12 GW 25/26 by atomic. High-quality alpine skis perfect for pistskidor. Available in multiple lengths.,Sporting Goods > Winter Sports > Skiing > Skis,unisex,adult,atomic-redster-s9-rvsk-s-icon-12-gw-2526-165;170,atomic Skis,"Pistskidor, Unisex",new,False,atomic,Pistskidor,Unisex,165;170,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_152.jpg,kg,,,active,165 cm
atomic-redster-s9-rvsk-s-icon-gw,,,,,,,,Längd,170 cm,,,,,atomic-redster-s9-rvsk-s-icon-12-gw-2526-170,2000,shopify,17,deny,manual,13000,,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_152.jpg,1,170cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_152.jpg,kg,,,active,170 cm
atomic-redster-q7-revoshock-c-inkl-gw,Atomic Redster Q7 Revoshock C inkl. M 12 GW 24/25,"<p>Atomic Redster Q7 Revoshock C är en högpresterande pistskida utvecklad för medelgoda till avancerade åkare som vill ha fartstabilitet, kantgrepp och en levande känsla i varje sväng. Den kombinerar världscupinspirerad teknik med en allround-pistform, vilket gör den till ett utmärkt val för hela dagsäventyr på hårt underlag.



Teknologi & Konstruktion


Revoshock C: Atomics vibrationsdämpande teknologi med integrerade fjädrande plattor som ger stabilitet, bättre isgrepp och snabb kraftöverföring från kant till kant.

Multi Radius Sidecut: En hybrid radieprofil som gör skidan lika kapabel i snabba, korta svängar som i längre carvingsvängar.

TI Powered: Ett lager Titanal i konstruktionen ger extra stabilitet, dämpning och kraftfull respons vid höga farter.

Power Woodcore: Helträkärna i poppel som levererar en stabil men livlig känsla och god kantkontroll.

Dura Cap Sidewall: Sidväggskonstruktion som förbättrar kantgreppet och slitstyrkan, samt skyddar skidan från yttre påfrestningar.



Specifikationer


Målgrupp: Medelgoda till avancerade åkare

Underlag: Pist, alla förhållanden

Skidtyp: All-Condition Piste Shape

Sidcut: Multi Radius (kombinerar slalom och storslalom-karaktär)

Konstruktion: Power Woodcore, TI Powered, Dura Cap Sidewall

Teknologi: Revoshock C

Bindning: M 12 GW – kompatibel med både GripWalk och vanliga alpina pjäxor



Sammanfattning


Redster Q7 Revoshock C är designad för dig som älskar att pressa carvingsvängar oavsett underlagets skick. Med en kraftfull men följsam känsla ger den både säkerhet och lekfullhet, och tack vare Revoshock C-teknologin känns varje sväng mer kontrollerad och dynamisk. Perfekt för fartglada åkare som vill ha maximal kontroll och respons i varje åk.
</p>",atomic,Pistskidor,Skis,"Pistskidor, Unisex, Skiing, Alpine",True,Längd,160 cm,,,,,atomic-redster-q7-revoshock-c-inkl-m-12-gw-2425-160,2000,shopify,7,deny,manual,9000,6300.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_028.jpg,1,Atomic Redster Q7 Revoshock C inkl. M 12 GW 24/25 160cm - Product 140,False,Atomic Redster Q7 Revoshock C inkl. M 12 GW 24/25 160cm - atomic | Premium Alpine Skis,Buy Atomic Redster Q7 Revoshock C inkl. M 12 GW 24/25 by atomic. High-quality alpine skis perfect for pistskidor. Available in multiple lengths.,Sporting Goods > Winter Sports > Skiing > Skis,unisex,adult,atomic-redster-q7-revoshock-c-inkl-m-12-gw-2425-160;168;176;152,atomic Skis,"Pistskidor, Unisex",new,False,atomic,Pistskidor,Unisex,160;168;176;152,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_028.jpg,kg,,,active,160 cm
atomic-redster-q7-revoshock-c-inkl-gw,,,,,,,,Längd,168 cm,,,,,atomic-redster-q7-revoshock-c-inkl-m-12-gw-2425-168,2000,shopify,17,deny,manual,9000,6300.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_028.jpg,1,168cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_028.jpg,kg,,,active,168 cm
atomic-redster-q7-revoshock-c-inkl-gw,,,,,,,,Längd,176 cm,,,,,atomic-redster-q7-revoshock-c-inkl-m-12-gw-2425-176,2000,shopify,38,deny,manual,9000,6300.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_028.jpg,1,176cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_028.jpg,kg,,,active,176 cm
atomic-redster-q7-revoshock-c-inkl-gw,,,,,,,,Längd,152 cm,,,,,atomic-redster-q7-revoshock-c-inkl-m-12-gw-2425-152,2000,shopify,0,deny,manual,9000,6300.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_028.jpg,1,152cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_028.jpg,kg,,,active,152 cm
atomic-redster-j4-l-6-gw,Atomic Redster J4 + L 6 GW 24/25,"<p>ATOMIC REDSTER J4 + L6 GW 24/25
Atomic Redster J4 är skidorna som får blivande tävlingsåkare att komma upp i fart snabbt! Med Dura Cap Sidewall, Light Woodcore och Densolite Core-konstruktionen erbjuder de unga skidåkarna från 8-13 år utmärkt kantgrepp och löpande stabilitet. De har också en enkel svängstart – anpassad för lättare åkare. Och de fullfjädrade Atomic-racingfärgerna gör att skidorna ser lika snabba ut som de åker!</p>",atomic,Juniorskidor,Skis,"Juniorskidor, Junior, Skiing, Alpine",True,Längd,110 cm,,,,,atomic-redster-j4-l-6-gw-2425-110,2000,shopify,18,deny,manual,4000,2800.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_102.png,1,Atomic Redster J4 + L 6 GW 24/25 110cm - Product 141,False,Atomic Redster J4 + L 6 GW 24/25 110cm - atomic | Premium Alpine Skis,Buy Atomic Redster J4 + L 6 GW 24/25 by atomic. High-quality alpine skis perfect for juniorskidor. Available in multiple lengths.,Sporting Goods > Winter Sports > Skiing > Skis,junior,adult,atomic-redster-j4-l-6-gw-2425-110;120;130;140,atomic Skis,"Juniorskidor, Junior",new,False,atomic,Juniorskidor,Junior,110;120;130;140,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_102.png,kg,,,active,110 cm
atomic-redster-j4-l-6-gw,,,,,,,,Längd,120 cm,,,,,atomic-redster-j4-l-6-gw-2425-120,2000,shopify,43,deny,manual,4000,2800.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_102.png,1,120cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_102.png,kg,,,active,120 cm
atomic-redster-j4-l-6-gw,,,,,,,,Längd,130 cm,,,,,atomic-redster-j4-l-6-gw-2425-130,2000,shopify,11,deny,manual,4000,2800.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_102.png,1,130cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_102.png,kg,,,active,130 cm
atomic-redster-j4-l-6-gw,,,,,,,,Längd,140 cm,,,,,atomic-redster-j4-l-6-gw-2425-140,2000,shopify,82,deny,manual,4000,2800.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_102.png,1,140cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_102.png,kg,,,active,140 cm
atomic-redster-g9-rvsk-s-icon-gw,Atomic Redster G9 RVSK S + Icon 12 GW 25/26,"<p>Atomic Redster G9 Revoshock S är en högpresterande skida med teknik som används av världens bästa skidåkare, vilket förvandlar din lokala pist till din egen racerbana. Revoshock-teknologin dämpar ojämnheter och vibrationer för en stabilare åktur, medan Carbon Boost-inlägg ger extra kraft och respons i svängutgångarna. En fritt glidande platta under pjäxan möjliggör optimal kantkontroll längs hela skidans längd. Ultrawall-sidewall-konstruktionen säkerställer kontrollerad kraftöverföring, och en Power Woodcore-kärna av ask och poppel bidrar till stabilitet under dina snabbaste åk.


Art. No: AASS03626


Storlek: 166 cm, 171 cm, 176 cm, 181 cm


Radie: 15 m (166 cm), 16 m (171 cm), 17 m (176 cm), 18 m (181 cm)


Sidecut: 110.5-67-96 mm (166 cm), 110.5-67-96.5 mm (171 cm), 110.5-67-96.5 mm (176 cm), 110.5-67-97 mm (181 cm)


Teknologi: Revoshock S, Carbon Boost, Power Woodcore, TI Powered, Ultrawall


Kantvinkel: 87° (sida), 0.8° (bas)


Ytfinish: World Cup Base Finish, Tip Protector
</p>",atomic,Pistskidor,Skis,"Pistskidor, Unisex, Skiing, Alpine",True,Längd,176 cm,,,,,atomic-redster-g9-rvsk-s-icon-12-gw-2526-176,2000,shopify,38,deny,manual,13000,,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_163.jpg,1,Atomic Redster G9 RVSK S + Icon 12 GW 25/26 176cm - Product 142,False,Atomic Redster G9 RVSK S + Icon 12 GW 25/26 176cm - atomic | Premium Alpine Skis,Buy Atomic Redster G9 RVSK S + Icon 12 GW 25/26 by atomic. High-quality alpine skis perfect for pistskidor. Available in multiple lengths.,Sporting Goods > Winter Sports > Skiing > Skis,unisex,adult,atomic-redster-g9-rvsk-s-icon-12-gw-2526-176;181,atomic Skis,"Pistskidor, Unisex",new,False,atomic,Pistskidor,Unisex,176;181,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_163.jpg,kg,,,active,176 cm
atomic-redster-g9-rvsk-s-icon-gw,,,,,,,,Längd,181 cm,,,,,atomic-redster-g9-rvsk-s-icon-12-gw-2526-181,2000,shopify,65,deny,manual,13000,,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_163.jpg,1,181cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_163.jpg,kg,,,active,181 cm
atomic-maverick-cti,Atomic Maverick 96 CTi 25/26,"<p>Atomic Maverick 96 CTI är den ultimata all-mountain skidan för dig som vill ha prestanda och mångsidighet i alla snöförhållanden.
Med en midjebredd på 96 mm och avancerad teknologi från Atomic, kombinerar Maverick 96 CTI stabilitet, precision och lekfullhet – oavsett om du carvar på hårdpackad snö, åker genom puder eller tar dig an utmanande terräng.



Huvudfunktioner


CTI Powered Core: En mix av kolfiber och titanal ger perfekt balans mellan styvhet och flex för en responsiv och stabil åkupplevelse.

HRZN 3D Tip: Unik spetsdesign med ökad yta för bättre flyt och smidigare hantering i puder och varierande snöförhållanden.

Power Woodcore: En kärna av trä som dämpar vibrationer och ger ökad stabilitet vid höga hastigheter.

All Mountain Rocker: 20% rocker i spetsen, 65% camber under foten och 15% rocker i bakdelen – perfekt kombination av stabilitet och manövrerbarhet.

Hållbar design: Minskad användning av glasfiber och harts sänker skidan CO2-utsläpp med 16% utan att kompromissa med prestandan.



Specifikationer

Längder: 165 cm, 172 cm, 179 cm, 186 cm


Radie: 16 m (165 cm), 17 m (172 cm), 18 m (179 cm), 19 m (186 cm)


Sidecut (Tip/Midja/Tail):



165 cm – 126 / 95 / 111.5 mm

172 cm – 127.5 / 95.5 / 113 mm

179 cm – 129 / 96 / 114.5 mm

186 cm – 130.5 / 96.5 / 116 mm


Vikt: 1900 g per skida (storlek 179 cm)


Användningsområde: All-mountain




Atomic Maverick 96 CTI är skidan för den som vill ha en följsam och kraftfull åkupplevelse i alla förhållanden.
Från pist till puder – Maverick 96 CTI levererar precision, kontroll och en fantastisk känsla i backen.



Gör dig redo att erövra berget med Atomic Maverick 96 CTI!</p>",atomic,Allmountainskidor,Skis,"Allmountainskidor, Unisex, Skiing, Alpine",True,Längd,172 cm,,,,,atomic-maverick-96-cti-2526-172,2000,shopify,27,deny,manual,8500,,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_055.jpg,1,Atomic Maverick 96 CTi 25/26 172cm - Product 143,False,Atomic Maverick 96 CTi 25/26 172cm - atomic | Premium Alpine Skis,Buy Atomic Maverick 96 CTi 25/26 by atomic. High-quality alpine skis perfect for allmountainskidor. Available in multiple lengths.,Sporting Goods > Winter Sports > Skiing > Skis,unisex,adult,atomic-maverick-96-cti-2526-172;179;186,atomic Skis,"Allmountainskidor, Unisex",new,False,atomic,Allmountainskidor,Unisex,172;179;186,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_055.jpg,kg,,,active,172 cm
atomic-maverick-cti,,,,,,,,Längd,179 cm,,,,,atomic-maverick-96-cti-2526-179,2000,shopify,9,deny,manual,8500,,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_055.jpg,1,179cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_055.jpg,kg,,,active,179 cm
atomic-maverick-cti,,,,,,,,Längd,186 cm,,,,,atomic-maverick-96-cti-2526-186,2000,shopify,0,deny,manual,8500,,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_055.jpg,1,186cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_055.jpg,kg,,,active,186 cm
atomic-maven-cti,Atomic Maven 103 CTi 24/25,"<p>Atomic Maven 103 CTi 24/25 är en högpresterande all-conditions freeride-skida, särskilt framtagen för kvinnor på avancerad till expert nivå. Skidan har en Power Woodcore-konstruktion som kombinerar ask- och poppelträ, vilket ger stabilitet och vibrationsdämpning vid höga hastigheter.

Med CTi-kärnan, som integrerar både kolfiber och titanal, balanseras smidighet och styrka på ett imponerande sätt och gör skidan lättmanövrerad. Kolfiber Tank Mesh förstärker skidan utan att öka vikten, vilket förbättrar dess smidighet och respons. Tack vare All Mountain Rocker med rocker i spetsen, camber under foten och en lätt upphöjning i bakdelen, blir skidan mångsidig, lätt att svänga och carva med, samtidigt som den behåller greppet på hård snö.

HRZN-teknologin expanderar ABS-sidoväggen in i spetsen och bakdelen, ökar ytan med 10%, vilket ger bättre flyt och kontroll i djupsnö. Den riktade formen, med mjukare spets och styvare bakdel, underlättar svängar och bibehåller stabiliteten under styrning. Den hybrida Cap/Sandwich-konstruktionen har en sidovägg under foten för bra kantgrepp, medan tip och tail har Cap-konstruktion för låg rotationsvikt. Tack vare skidas flexmönster, som har stark prestanda mot bakdelen, är den lättillgänglig och lättmanövrerad i olika terränger som träd och pucklar.

Den 103 mm breda skidan med HRZN 3D-tips ger utmärkt flyt i puder och mjuk puckelsnö. Stabiliteten är finjusterad för att hantera hårdare underlag med finess. Den låga svingvikten möjliggör snabba och precisa svängar, med en sidcut på 18 meter för längden 178 cm.

Atomic Maven 103 CTi fungerar perfekt som en mångsidig en-skid-lösning och presterar väl både i puder och på pist. Skidorna är lämpade för hårdsatsande åkare som vill utforska nya terränger, med sin dynamiska design och robusta konstruktion.</p>",atomic,Allmountainskidor,Skis,"Allmountainskidor, Unisex, Skiing, Alpine",True,Längd,162 cm,,,,,atomic-maven-103-cti-2425-162,2000,shopify,0,deny,manual,9000,6300.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_015.jpg,1,Atomic Maven 103 CTi 24/25 162cm - Product 147,False,Atomic Maven 103 CTi 24/25 162cm - atomic | Premium Alpine Skis,Buy Atomic Maven 103 CTi 24/25 by atomic. High-quality alpine skis perfect for allmountainskidor. Available in multiple lengths.,Sporting Goods > Winter Sports > Skiing > Skis,unisex,adult,atomic-maven-103-cti-2425-162;170:178,atomic Skis,"Allmountainskidor, Unisex",new,False,atomic,Allmountainskidor,Unisex,162;170:178,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_015.jpg,kg,,,active,162 cm
atomic-cloud-c12-revoshock-c-m10-gw,Atomic Cloud C12 Revoshock C + M10 GW 24/25,"<p>Atomic Cloud C12 Revoshock C + M10 GW (24/25) är en elegant och högpresterande pistskida för avancerade åkare som söker stabilitet, precision och fart under hela dagen. Med samma teknik som i Redster-seriens tävlingsskidor levererar den en racinginspirerad känsla på hårt underlag – utan att kompromissa på komfort.




Revoshock C: Energigivande och vibrationsdämpande teknologi som ger stabilitet och snabb kant-till-kant-respons.

Flite Woodcore: Lätt träkärna som kombinerar smidighet med kraftfull prestanda.

Structured Topsheet: Ger både stil och ökad slitstyrka.

TI Powered: Titanalförstärkning för maximal kantgrepp och stabilitet i hög fart.

Full Sidewall: Direkt kraftöverföring och bättre grepp i hårda backar.

Pisted Rocker (10/90/0): Lätt rockerkonstruktion i spetsen för enklare svänginitiering.
</p>",atomic,Pistskidor,Skis,"Pistskidor, Dam, Skiing, Alpine",True,Längd,154 cm,,,,,atomic-cloud-c12-revoshock-c-m10-gw-2425-154,2000,shopify,91,deny,manual,9000,6300.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_184.jpg,1,Atomic Cloud C12 Revoshock C + M10 GW 24/25 154cm - Product 148,False,Atomic Cloud C12 Revoshock C + M10 GW 24/25 154cm - atomic | Premium Alpine Skis,Buy Atomic Cloud C12 Revoshock C + M10 GW 24/25 by atomic. High-quality alpine skis perfect for pistskidor. Available in multiple lengths.,Sporting Goods > Winter Sports > Skiing > Skis,dam,adult,atomic-cloud-c12-revoshock-c-m10-gw-2425-154;161;168,atomic Skis,"Pistskidor, Dam",new,False,atomic,Pistskidor,Dam,154;161;168,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_184.jpg,kg,,,active,154 cm
atomic-cloud-c12-revoshock-c-m10-gw,,,,,,,,Längd,161 cm,,,,,atomic-cloud-c12-revoshock-c-m10-gw-2425-161,2000,shopify,0,deny,manual,9000,6300.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_184.jpg,1,161cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_184.jpg,kg,,,active,161 cm
atomic-cloud-c12-revoshock-c-m10-gw,,,,,,,,Längd,168 cm,,,,,atomic-cloud-c12-revoshock-c-m10-gw-2425-168,2000,shopify,25,deny,manual,9000,6300.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_184.jpg,1,168cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_184.jpg,kg,,,active,168 cm
atomic-bent-chetler-mini-stage-gw,Atomic Bent Chetler Mini 153-163 + Stage 10 GW 24/25,"<p>ATOMIC BENT CHETLER MINI 153-163 + STAGE 10 GW 24/25
Atomic Bent Chetler Mini 153-163, byggd efter samma specifikationer som den ursprungliga modellen, erbjuder prestanda för ambitiösa unga skidåkare i åldern 8-13 år som söker obegränsade äventyr i olika snöförhållanden. Designad av legenden Chris Benchetler själv, kombinerar Powder Rocker med en bred midjevidd på 90 mm för att ge barnskidåkare överlägsen flyt i djup snö och obegränsade freeride-möjligheter i mjukare terräng. Med en stabilitetsökande Dura Cap Sidewall för pålitlig prestanda på hårdare snöytor är denna skida en allround-jämn och stabil åktur. Med en konstruktion särskilt anpassad för uppkommande shreddare som drömmer om att en dag åka tillsammans med proffsen, välkomnar Bent Chetler Mini 153-163 mini-shreddare till Bent-familjen.</p>",atomic,Juniorskidor,Skis,"Juniorskidor, Junior, Skiing, Alpine",True,Längd,153 cm,,,,,atomic-bent-chetler-mini-153-163-stage-10-gw-2425-153,2000,shopify,66,deny,manual,5500,3850.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_134.jpg,1,Atomic Bent Chetler Mini 153-163 + Stage 10 GW 24/25 153cm - Product 149,False,Atomic Bent Chetler Mini 153-163 + Stage 10 GW 24/25 153cm - atomic | Premium Alpine Skis,Buy Atomic Bent Chetler Mini 153-163 + Stage 10 GW 24/25 by atomic. High-quality alpine skis perfect for juniorskidor. Available in multiple lengths.,Sporting Goods > Winter Sports > Skiing > Skis,junior,adult,atomic-bent-chetler-mini-153-163-stage-10-gw-2425-153;163,atomic Skis,"Juniorskidor, Junior",new,False,atomic,Juniorskidor,Junior,153;163,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_134.jpg,kg,,,active,153 cm
atomic-bent-chetler-mini-stage-gw,,,,,,,,Längd,163 cm,,,,,atomic-bent-chetler-mini-153-163-stage-10-gw-2425-163,2000,shopify,42,deny,manual,5500,3850.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_134.jpg,1,163cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_134.jpg,kg,,,active,163 cm
atomic-bent,Atomic Bent 90 25/26,"<p>Atomic Bent 90 är en mångsidig allmountain- och parkskida som hyllas av åkare som Nico och Miguel Porteous för sin flexibilitet och prestanda. Med en midjebredd på 90 mm erbjuder Bent 90 en perfekt balans mellan stabilitet och smidighet, vilket gör den idealisk för både pist och park. De extra hållbara Resist Edges säkerställer att skidorna håller för både tuffa landningar och oändligt railande



Konstruktion och design:


HRZN Tech Tip & Tail: Denna teknik ger 10% större yta i spets och bakände utan att öka vikten, vilket resulterar i bättre flyt i djup snö och en mer förlåtande känsla i varierande terräng.


Light Woodcore: En kärna av poppelträ minskar skidans vikt utan att kompromissa med dämpning och stabilitet, vilket ger en livlig och responsiv åkupplevelse.


Dura Cap Sidewall Denna konstruktion sträcker sig från belag till toppskikt och erbjuder kontrollerad kraftöverföring samt utmärkt kantgrepp. Den rundade formen ökar dessutom skidans hållbarhet och motståndskraft mot slag och repor.</p>",atomic,Parkskidor,Skis,"Parkskidor, unisex, Skiing, Alpine",True,Längd,157 cm,,,,,atomic-bent-90-2526-157,2000,shopify,77,deny,manual,6500,,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_168.jpg,1,Atomic Bent 90 25/26 157cm - Product 150,False,Atomic Bent 90 25/26 157cm - atomic | Premium Alpine Skis,Buy Atomic Bent 90 25/26 by atomic. High-quality alpine skis perfect for parkskidor. Available in multiple lengths.,Sporting Goods > Winter Sports > Skiing > Skis,unisex,adult,atomic-bent-90-2526-157;166;175;184,atomic Skis,"Parkskidor, unisex",new,False,atomic,Parkskidor,unisex,157;166;175;184,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_168.jpg,kg,,,active,157 cm
atomic-bent,,,,,,,,Längd,166 cm,,,,,atomic-bent-90-2526-166,2000,shopify,3,deny,manual,6500,,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_168.jpg,1,166cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_168.jpg,kg,,,active,166 cm
atomic-bent,,,,,,,,Längd,175 cm,,,,,atomic-bent-90-2526-175,2000,shopify,11,deny,manual,6500,,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_168.jpg,1,175cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_168.jpg,kg,,,active,175 cm
